sr_no,admission_no,pen_no,name,roll_no,class,class_name,section,class_sec,father_name,mother_name,guardian_name,mobile,contact,contact_phone,address,gender,dob,category,house,transport_opted,uses_transport,bus_route,total_fee,paid_fee,balance_fee,fees_due,status
"SR-2024-1246","ADM-5246","PEN-RJ-2024-123095","Bharti Mittal","33","1st","1st","B","1st - B","Sumer Singh Mittal","Sharda","Sumer Singh Mittal","9784249934","9784249934","9784249934","Kalyanpura, Barmer","Female","2019-09-09","General","Raman",false,false,"",30000,30000,0,0,"Active"
"SR-2024-1247","ADM-5247","PEN-RJ-2024-782539","Sumer Garg","34","1st","1st","B","1st - B","Rikhabdas Garg","Sugan Kanwar","Rikhabdas Garg","9414916454","9414916454","9414916454","Sindhari Road, Near Bus Stand, Barmer","Male","2019-03-03","SC","Raman",false,false,"",30000,30000,0,0,"Active"
"SR-2024-1248","ADM-5248","PEN-RJ-2024-493806","Aarohi Gaur","35","1st","1st","B","1st - B","Uttamchand Gaur","Gulab Kanwar","Uttamchand Gaur","9460924567","9460924567","9460924567","Plot 42, Civil Lines, Barmer","Female","2019-10-15","General","Ashoka",false,false,"",30000,30000,0,0,"Active"
"SR-2024-1249","ADM-5249","PEN-RJ-2024-425227","Aadhya Meghwal","36","1st","1st","B","1st - B","Loonkaran Meghwal","Meenakshi","Loonkaran Meghwal","9828561180","9828561180","9828561180","Tilak Nagar, Barmer","Female","2019-11-20","ST","Raman",false,false,"",30000,18000,12000,12000,"Active"
"SR-2024-1250","ADM-5250","PEN-RJ-2024-823905","Advik Verma","37","1st","1st","B","1st - B","Prem Singh Verma","Manju","Prem Singh Verma","8769353634","8769353634","8769353634","Laxmi Nagar, Street 3, Barmer","Male","2019-06-03","ST","Ashoka",false,false,"",30000,12000,18000,18000,"Active"
"SR-2024-1251","ADM-5251","PEN-RJ-2024-271312","Seema Panwar","38","1st","1st","B","1st - B","Chhagan Lal Panwar","Meenakshi","Chhagan Lal Panwar","8769406203","8769406203","8769406203","Jasol Road, Balotra Highway, Barmer","Female","2019-08-26","SC","Shivaji",false,false,"",30000,0,30000,30000,"Active"
"SR-2024-1252","ADM-5252","PEN-RJ-2024-944773","Bharti Dave","01","2nd","2nd","A","2nd - A","Ram Chandra Dave","Sunita","Ram Chandra Dave","9460821817","9460821817","9460821817","Opp. Collectorate, Mahaveer Nagar, Barmer","Female","2018-04-26","ST","Tagore",true,true,"Route 3 (Station Road - Sadar Bazaar)",42000,0,42000,42000,"Active"
"SR-2024-1253","ADM-5253","PEN-RJ-2024-329284","Ritu Sharma","02","2nd","2nd","A","2nd - A","Bhawani Singh Sharma","Sugan Kanwar","Bhawani Singh Sharma","8769483988","8769483988","8769483988","Sadar Bazaar, Near Old Fort, Barmer","Female","2018-06-23","General","Raman",false,false,"",30000,30000,0,0,"Active"
"SR-2024-1254","ADM-5254","PEN-RJ-2024-341941","Dinesh Jain","03","2nd","2nd","A","2nd - A","Kalyan Singh Jain","Kanta Devi","Kalyan Singh Jain","9414835962","9414835962","9414835962","Panch Batti Circle, Barmer","Male","2018-04-21","SC","Raman",false,false,"",30000,0,30000,30000,"Active"
"SR-2024-1255","ADM-5255","PEN-RJ-2024-209473","Sanjay Meghwal","04","2nd","2nd","A","2nd - A","Kalyan Singh Meghwal","Rukmani Devi","Kalyan Singh Meghwal","9460228346","9460228346","9460228346","Indira Colony, Lane 4, Barmer","Male","2018-10-20","SC","Raman",false,false,"",30000,15000,15000,15000,"Active"
"SR-2024-1256","ADM-5256","PEN-RJ-2024-306712","Paras Meghwal","05","2nd","2nd","A","2nd - A","Ashok Meghwal","Urmila","Ashok Meghwal","9784555755","9784555755","9784555755","Panch Batti Circle, Barmer","Male","2018-09-14","SC","Raman",true,true,"Route 3 (Station Road - Sadar Bazaar)",42000,17000,25000,25000,"Active"
"SR-2024-1257","ADM-5257","PEN-RJ-2024-731267","Arjun Panwar","06","2nd","2nd","A","2nd - A","Mangi Lal Panwar","Mohan Kanwar","Mangi Lal Panwar","8769674563","8769674563","8769674563","Sindhari Road, Near Bus Stand, Barmer","Male","2018-07-18","General","Tagore",true,true,"Route 7 (Sindhari Road - Kalyanpura)",42000,0,42000,42000,"Active"
"SR-2024-1258","ADM-5258","PEN-RJ-2024-388465","Rahul Bhati","07","2nd","2nd","A","2nd - A","Shaitan Singh Bhati","Shanti Devi","Shaitan Singh Bhati","9828128648","9828128648","9828128648","Chohtan Circle, Highway Link, Barmer","Male","2018-08-11","SC","Tagore",false,false,"",30000,30000,0,0,"Active"
"SR-2024-1259","ADM-5259","PEN-RJ-2024-308563","Ahana Goyal","08","2nd","2nd","A","2nd - A","Suresh Goyal","Parvati Devi","Suresh Goyal","9829328643","9829328643","9829328643","Shastri Nagar, Sector 2, Barmer","Female","2018-09-24","ST","Raman",true,true,"Route 8 (Rai Colony - Civil Lines)",42000,0,42000,42000,"Active"
"SR-2024-1260","ADM-5260","PEN-RJ-2024-383947","Vikram Dave","09","2nd","2nd","A","2nd - A","Ashok Dave","Meenakshi","Ashok Dave","9414523515","9414523515","9414523515","Indira Colony, Lane 4, Barmer","Male","2018-05-24","ST","Tagore",false,false,"",30000,12000,18000,18000,"Active"
"SR-2024-1261","ADM-5261","PEN-RJ-2024-389365","Renu Meghwal","10","2nd","2nd","A","2nd - A","Chhagan Lal Meghwal","Shanti Devi","Chhagan Lal Meghwal","9784701943","9784701943","9784701943","Jasol Road, Balotra Highway, Barmer","Female","2018-06-13","ST","Ashoka",true,true,"Route 4 (Mahaveer Nagar - Collectorate)",42000,0,42000,42000,"Active"
"SR-2024-1262","ADM-5262","PEN-RJ-2024-574422","Jitendra Goyal","11","2nd","2nd","A","2nd - A","Ramesh Chand Goyal","Kamla Devi","Ramesh Chand Goyal","9460403117","9460403117","9460403117","Shastri Nagar, Sector 2, Barmer","Male","2018-12-18","ST","Ashoka",true,true,"Route 1 (Baldev Nagar - Ratan Singh Circle)",42000,42000,0,0,"Active"
"SR-2024-1263","ADM-5263","PEN-RJ-2024-180832","Pushpa Rajput","12","2nd","2nd","A","2nd - A","Pabu Ram Rajput","Sayar Kanwar","Pabu Ram Rajput","9829372866","9829372866","9829372866","Laxmi Nagar, Street 3, Barmer","Female","2018-12-23","General","Tagore",true,true,"Route 1 (Baldev Nagar - Ratan Singh Circle)",42000,42000,0,0,"Active"
"SR-2024-1264","ADM-5264","PEN-RJ-2024-213978","Jagdish Raika","13","2nd","2nd","A","2nd - A","Dinesh Raika","Sita Devi","Dinesh Raika","9828710121","9828710121","9828710121","Laxmi Nagar, Street 3, Barmer","Male","2018-01-16","General","Shivaji",true,true,"Route 2 (Indira Colony - Shastri Nagar)",42000,42000,0,0,"Active"
"SR-2024-1265","ADM-5265","PEN-RJ-2024-324794","Anvi Chauhan","14","2nd","2nd","A","2nd - A","Mahendra Chauhan","Sushila","Mahendra Chauhan","9828357010","9828357010","9828357010","Uttarlai Road, Near KV School, Barmer","Female","2018-08-23","SC","Raman",false,false,"",30000,12000,18000,18000,"Active"
"SR-2024-1266","ADM-5266","PEN-RJ-2024-417641","Parvati Trivedi","15","2nd","2nd","A","2nd - A","Mangi Lal Trivedi","Shanti Devi","Mangi Lal Trivedi","9784910471","9784910471","9784910471","Nehru Nagar, Main Road, Barmer","Female","2018-07-11","General","Raman",false,false,"",30000,30000,0,0,"Active"
"SR-2024-1267","ADM-5267","PEN-RJ-2024-589858","Arjun Parihar","16","2nd","2nd","A","2nd - A","Nemichand Parihar","Geeta Devi","Nemichand Parihar","8769128525","8769128525","8769128525","Rai Colony, Near Water Tank, Barmer","Male","2018-08-04","OBC","Raman",true,true,"Route 7 (Sindhari Road - Kalyanpura)",42000,42000,0,0,"Active"
"SR-2024-1268","ADM-5268","PEN-RJ-2024-137240","Mohan Bhati","17","2nd","2nd","A","2nd - A","Bhagwan Das Bhati","Sharda","Bhagwan Das Bhati","9414846767","9414846767","9414846767","Sindhari Road, Near Bus Stand, Barmer","Male","2018-10-09","General","Tagore",false,false,"",30000,30000,0,0,"Active"
"SR-2024-1269","ADM-5269","PEN-RJ-2024-362653","Advik Lohar","18","2nd","2nd","A","2nd - A","Roopa Ram Lohar","Urmila","Roopa Ram Lohar","9829541207","9829541207","9829541207","Khatan Kocha, Inside City, Barmer","Male","2018-10-14","OBC","Shivaji",true,true,"Route 7 (Sindhari Road - Kalyanpura)",42000,25000,17000,17000,"Active"
"SR-2024-1270","ADM-5270","PEN-RJ-2024-275558","Avni Chauhan","19","2nd","2nd","A","2nd - A","Loonkaran Chauhan","Durga Devi","Loonkaran Chauhan","9460959130","9460959130","9460959130","Baytu Link Road, Barmer","Female","2018-07-06","General","Tagore",false,false,"",30000,0,30000,30000,"Active"
"SR-2024-1271","ADM-5271","PEN-RJ-2024-234415","Ritu Shekhawat","20","2nd","2nd","A","2nd - A","Sumer Singh Shekhawat","Rukmani Devi","Sumer Singh Shekhawat","9784969483","9784969483","9784969483","Laxmi Nagar, Street 3, Barmer","Female","2018-12-02","ST","Raman",false,false,"",30000,30000,0,0,"Active"
"SR-2024-1272","ADM-5272","PEN-RJ-2024-135042","Jitendra Vyas","21","2nd","2nd","A","2nd - A","Sumer Singh Vyas","Shanti Devi","Sumer Singh Vyas","9460372545","9460372545","9460372545","Shastri Nagar, Sector 2, Barmer","Male","2018-07-01","OBC","Tagore",true,true,"Route 6 (Uttarlai Road - Airforce Area)",42000,21000,21000,21000,"Active"
"SR-2024-1273","ADM-5273","PEN-RJ-2024-789359","Jaipal Purohit","22","2nd","2nd","A","2nd - A","Rajesh Purohit","Pooja","Rajesh Purohit","9784705940","9784705940","9784705940","Jasol Road, Balotra Highway, Barmer","Male","2018-02-28","OBC","Shivaji",false,false,"",30000,30000,0,0,"Active"
"SR-2024-1274","ADM-5274","PEN-RJ-2024-232595","Geeta Singhal","23","2nd","2nd","A","2nd - A","Jagdish Prasad Singhal","Rekha","Jagdish Prasad Singhal","8769613536","8769613536","8769613536","Sindhari Road, Near Bus Stand, Barmer","Female","2018-11-08","ST","Tagore",false,false,"",30000,22500,7500,7500,"Active"
"SR-2024-1275","ADM-5275","PEN-RJ-2024-788782","Hanuman Gupta","24","2nd","2nd","A","2nd - A","Kalyan Singh Gupta","Parvati Devi","Kalyan Singh Gupta","9414233251","9414233251","9414233251","Shastri Nagar, Sector 2, Barmer","Male","2018-10-18","OBC","Tagore",false,false,"",30000,15000,15000,15000,"Active"
"SR-2024-1276","ADM-5276","PEN-RJ-2024-845015","Komal Meena","25","2nd","2nd","A","2nd - A","Jabbar Singh Meena","Kamla Devi","Jabbar Singh Meena","9829265548","9829265548","9829265548","Baytu Link Road, Barmer","Female","2018-09-12","General","Tagore",true,true,"Route 2 (Indira Colony - Shastri Nagar)",42000,21000,21000,21000,"Active"
"SR-2024-1277","ADM-5277","PEN-RJ-2024-187827","Vihaan Joshi","26","2nd","2nd","A","2nd - A","Chhagan Lal Joshi","Laxmi Devi","Chhagan Lal Joshi","8769587113","8769587113","8769587113","Uttarlai Road, Near KV School, Barmer","Male","2018-03-06","ST","Shivaji",true,true,"Route 4 (Mahaveer Nagar - Collectorate)",42000,25000,17000,17000,"Active"
"SR-2024-1278","ADM-5278","PEN-RJ-2024-504607","Swati Lohar","27","2nd","2nd","A","2nd - A","Suresh Lohar","Pushpa Devi","Suresh Lohar","9828491430","9828491430","9828491430","Shastri Nagar, Sector 2, Barmer","Female","2018-11-02","SC","Ashoka",false,false,"",30000,15000,15000,15000,"Active"
"SR-2024-1279","ADM-5279","PEN-RJ-2024-507469","Deepak Gaur","28","2nd","2nd","A","2nd - A","Dinesh Gaur","Sita Devi","Dinesh Gaur","9414499308","9414499308","9414499308","Ramsar Road, Barmer","Male","2018-10-17","General","Ashoka",false,false,"",30000,30000,0,0,"Active"
"SR-2024-1280","ADM-5280","PEN-RJ-2024-927168","Khushi Shekhawat","29","2nd","2nd","A","2nd - A","Gopal Shekhawat","Sugan Kanwar","Gopal Shekhawat","8769546354","8769546354","8769546354","Ramsar Road, Barmer","Female","2018-02-27","ST","Tagore",false,false,"",30000,30000,0,0,"Active"
"SR-2024-1281","ADM-5281","PEN-RJ-2024-169551","Shyam Parihar","30","2nd","2nd","A","2nd - A","Chhagan Lal Parihar","Meenakshi","Chhagan Lal Parihar","9828315820","9828315820","9828315820","Khatan Kocha, Inside City, Barmer","Male","2018-08-09","ST","Ashoka",false,false,"",30000,15000,15000,15000,"Active"
"SR-2024-1282","ADM-5282","PEN-RJ-2024-894038","Shweta Bishnoi","31","2nd","2nd","A","2nd - A","Prem Singh Bishnoi","Rekha","Prem Singh Bishnoi","9414895551","9414895551","9414895551","Jasol Road, Balotra Highway, Barmer","Female","2018-12-19","General","Raman",true,true,"Route 7 (Sindhari Road - Kalyanpura)",42000,21000,21000,21000,"Active"
"SR-2024-1283","ADM-5283","PEN-RJ-2024-253502","Anil Bishnoi","32","2nd","2nd","A","2nd - A","Ramesh Chand Bishnoi","Bhanwar Kanwar","Ramesh Chand Bishnoi","9829313074","9829313074","9829313074","Opp. Collectorate, Mahaveer Nagar, Barmer","Male","2018-01-18","OBC","Tagore",false,false,"",30000,30000,0,0,"Active"
"SR-2024-1284","ADM-5284","PEN-RJ-2024-250625","Bharti Lohar","33","2nd","2nd","A","2nd - A","Jethmal Lohar","Sunita","Jethmal Lohar","9828481258","9828481258","9828481258","Opp. Collectorate, Mahaveer Nagar, Barmer","Female","2018-11-22","General","Tagore",false,false,"",30000,15000,15000,15000,"Active"
"SR-2024-1285","ADM-5285","PEN-RJ-2024-488930","Harsh Trivedi","34","2nd","2nd","A","2nd - A","Narpat Singh Trivedi","Sunita","Narpat Singh Trivedi","9414861637","9414861637","9414861637","Khatan Kocha, Inside City, Barmer","Male","2018-08-22","ST","Shivaji",false,false,"",30000,30000,0,0,"Active"
"SR-2024-1286","ADM-5286","PEN-RJ-2024-239296","Ahana Garg","35","2nd","2nd","A","2nd - A","Khimraj Garg","Sita Devi","Khimraj Garg","9414775912","9414775912","9414775912","Rai Colony, Near Water Tank, Barmer","Female","2018-04-25","SC","Ashoka",false,false,"",30000,0,30000,30000,"Active"
"SR-2024-1287","ADM-5287","PEN-RJ-2024-227362","Naresh Shekhawat","36","2nd","2nd","A","2nd - A","Dinesh Shekhawat","Nirmala","Dinesh Shekhawat","9828893003","9828893003","9828893003","Panch Batti Circle, Barmer","Male","2018-07-10","General","Shivaji",false,false,"",30000,30000,0,0,"Active"
"SR-2024-1288","ADM-5288","PEN-RJ-2024-763101","Anvi Dadhich","37","2nd","2nd","A","2nd - A","Bhanwar Singh Dadhich","Rekha","Bhanwar Singh Dadhich","9414247895","9414247895","9414247895","Baldev Nagar, Near Ratan Singh Circle, Barmer","Female","2018-07-24","ST","Raman",true,true,"Route 6 (Uttarlai Road - Airforce Area)",42000,0,42000,42000,"Active"
"SR-2024-1289","ADM-5289","PEN-RJ-2024-752938","Bhanwar Mittal","38","2nd","2nd","A","2nd - A","Surendra Mittal","Durga Devi","Surendra Mittal","8769623874","8769623874","8769623874","Plot 42, Civil Lines, Barmer","Male","2018-01-03","OBC","Ashoka",false,false,"",30000,18000,12000,12000,"Active"
"SR-2024-1290","ADM-5290","PEN-RJ-2024-191859","Jagdish Choudhary","39","2nd","2nd","A","2nd - A","Uttamchand Choudhary","Gulab Kanwar","Uttamchand Choudhary","9460728394","9460728394","9460728394","Opp. Collectorate, Mahaveer Nagar, Barmer","Male","2018-05-19","ST","Shivaji",true,true,"Route 3 (Station Road - Sadar Bazaar)",42000,25000,17000,17000,"Active"
"SR-2024-1291","ADM-5291","PEN-RJ-2024-713629","Kunal Singhal","40","2nd","2nd","A","2nd - A","Nemichand Singhal","Anand Kanwar","Nemichand Singhal","8769370871","8769370871","8769370871","Tilak Nagar, Barmer","Male","2018-03-13","OBC","Raman",true,true,"Route 4 (Mahaveer Nagar - Collectorate)",42000,42000,0,0,"Active"
"SR-2024-1292","ADM-5292","PEN-RJ-2024-988125","Paras Meghwal","01","2nd","2nd","B","2nd - B","Parasmal Meghwal","Laxmi Devi","Parasmal Meghwal","9784376689","9784376689","9784376689","Baytu Link Road, Barmer","Male","2018-03-07","ST","Raman",false,false,"",30000,0,30000,30000,"Active"
"SR-2024-1293","ADM-5293","PEN-RJ-2024-962494","Jaipal Lohar","02","2nd","2nd","B","2nd - B","Uttamchand Lohar","Sunita","Uttamchand Lohar","8769154280","8769154280","8769154280","Khatan Kocha, Inside City, Barmer","Male","2018-01-14","OBC","Tagore",false,false,"",30000,30000,0,0,"Active"
"SR-2024-1294","ADM-5294","PEN-RJ-2024-625462","Vijay Singhal","03","2nd","2nd","B","2nd - B","Vimalchand Singhal","Shanti Devi","Vimalchand Singhal","9829878351","9829878351","9829878351","Laxmi Nagar, Street 3, Barmer","Male","2018-05-01","SC","Ashoka",true,true,"Route 5 (Chohtan Circle - Tilak Nagar)",42000,25000,17000,17000,"Active"
"SR-2024-1295","ADM-5295","PEN-RJ-2024-949354","Ritu Trivedi","04","2nd","2nd","B","2nd - B","Surendra Trivedi","Mohan Kanwar","Surendra Trivedi","9784195642","9784195642","9784195642","Sadar Bazaar, Near Old Fort, Barmer","Female","2018-12-24","OBC","Ashoka",false,false,"",30000,30000,0,0,"Active"
"SR-2024-1296","ADM-5296","PEN-RJ-2024-504144","Mahipal Sharma","05","2nd","2nd","B","2nd - B","Bhagwan Das Sharma","Savitri Devi","Bhagwan Das Sharma","8769116095","8769116095","8769116095","Station Road, Near Soni Dharmshala, Barmer","Male","2018-06-22","SC","Shivaji",false,false,"",30000,0,30000,30000,"Active"
"SR-2024-1297","ADM-5297","PEN-RJ-2024-370380","Geeta Verma","06","2nd","2nd","B","2nd - B","Kalyan Singh Verma","Chandra Kanwar","Kalyan Singh Verma","8769345077","8769345077","8769345077","Nehru Nagar, Main Road, Barmer","Female","2018-02-12","OBC","Tagore",false,false,"",30000,30000,0,0,"Active"
"SR-2024-1298","ADM-5298","PEN-RJ-2024-254309","Bhavna Bhati","07","2nd","2nd","B","2nd - B","Uttamchand Bhati","Urmila","Uttamchand Bhati","9828653918","9828653918","9828653918","Laxmi Nagar, Street 3, Barmer","Female","2018-07-10","OBC","Raman",false,false,"",30000,30000,0,0,"Active"
"SR-2024-1299","ADM-5299","PEN-RJ-2024-803356","Kajal Panwar","08","2nd","2nd","B","2nd - B","Ram Chandra Panwar","Meenakshi","Ram Chandra Panwar","9829703593","9829703593","9829703593","Ramsar Road, Barmer","Female","2018-02-02","General","Ashoka",true,true,"Route 1 (Baldev Nagar - Ratan Singh Circle)",42000,42000,0,0,"Active"
"SR-2024-1300","ADM-5300","PEN-RJ-2024-786179","Aarti Meena","09","2nd","2nd","B","2nd - B","Pabu Ram Meena","Sayar Kanwar","Pabu Ram Meena","9784214771","9784214771","9784214771","Chohtan Circle, Highway Link, Barmer","Female","2018-07-02","OBC","Shivaji",false,false,"",30000,15000,15000,15000,"Active"
"SR-2024-1301","ADM-5301","PEN-RJ-2024-990739","Sharda Maheshwari","10","2nd","2nd","B","2nd - B","Narpat Singh Maheshwari","Prem Kanwar","Narpat Singh Maheshwari","9829292126","9829292126","9829292126","Indira Colony, Lane 4, Barmer","Female","2018-01-09","OBC","Ashoka",false,false,"",30000,30000,0,0,"Active"
"SR-2024-1302","ADM-5302","PEN-RJ-2024-458421","Narpat Chauhan","11","2nd","2nd","B","2nd - B","Uttamchand Chauhan","Meenakshi","Uttamchand Chauhan","9828597527","9828597527","9828597527","Rai Colony, Near Water Tank, Barmer","Male","2018-09-01","OBC","Shivaji",false,false,"",30000,12000,18000,18000,"Active"
"SR-2024-1303","ADM-5303","PEN-RJ-2024-609462","Jyoti Panwar","12","2nd","2nd","B","2nd - B","Sawai Singh Panwar","Sharda","Sawai Singh Panwar","9414531124","9414531124","9414531124","Chohtan Circle, Highway Link, Barmer","Female","2018-11-24","ST","Shivaji",false,false,"",30000,0,30000,30000,"Active"
"SR-2024-1304","ADM-5304","PEN-RJ-2024-754708","Ashok Jain","13","2nd","2nd","B","2nd - B","Mohan Lal Jain","Rukmani Devi","Mohan Lal Jain","9460311413","9460311413","9460311413","Kalyanpura, Barmer","Male","2018-05-07","General","Shivaji",false,false,"",30000,22500,7500,7500,"Active"
"SR-2024-1305","ADM-5305","PEN-RJ-2024-186207","Sumer Maheshwari","14","2nd","2nd","B","2nd - B","Manak Chand Maheshwari","Geeta Devi","Manak Chand Maheshwari","8769226659","8769226659","8769226659","Plot 42, Civil Lines, Barmer","Male","2018-02-07","OBC","Ashoka",true,true,"Route 7 (Sindhari Road - Kalyanpura)",42000,21000,21000,21000,"Active"
"SR-2024-1306","ADM-5306","PEN-RJ-2024-799084","Muhammad Choudhary","15","2nd","2nd","B","2nd - B","Dungar Ram Choudhary","Manju","Dungar Ram Choudhary","9784888051","9784888051","9784888051","Shastri Nagar, Sector 2, Barmer","Male","2018-05-11","General","Ashoka",false,false,"",30000,12000,18000,18000,"Active"
"SR-2024-1307","ADM-5307","PEN-RJ-2024-249255","Saroj Gaur","16","2nd","2nd","B","2nd - B","Sumer Singh Gaur","Santosh","Sumer Singh Gaur","9460565086","9460565086","9460565086","Sadar Bazaar, Near Old Fort, Barmer","Female","2018-09-04","ST","Ashoka",false,false,"",30000,15000,15000,15000,"Active"
"SR-2024-1308","ADM-5308","PEN-RJ-2024-799950","Jaipal Mittal","17","2nd","2nd","B","2nd - B","Sohan Lal Mittal","Meenakshi","Sohan Lal Mittal","9460892605","9460892605","9460892605","Tilak Nagar, Barmer","Male","2018-02-12","General","Ashoka",false,false,"",30000,30000,0,0,"Active"
